Start time=	2023-06-27 16:33:23.328192
Time (s)	O2 conc. (ppm)
53.96	1.937E+05	200000.0
54.94	1.940E+05	200000.0
55.91	1.943E+05	200000.0
56.91	1.945E+05	200000.0
57.88	1.948E+05	200000.0
58.85	1.950E+05	200000.0
59.81	1.953E+05	200000.0
60.79	1.955E+05	200000.0
61.77	1.958E+05	200000.0
62.74	1.960E+05	200000.0
63.72	1.962E+05	200000.0
64.74	1.965E+05	200000.0
65.71	1.967E+05	200000.0
66.68	1.969E+05	200000.0
67.68	1.972E+05	200000.0
68.66	1.973E+05	200000.0
69.64	1.975E+05	200000.0
70.59	1.977E+05	200000.0
71.57	1.979E+05	200000.0
72.54	1.980E+05	200000.0
73.52	1.983E+05	200000.0
74.48	1.984E+05	200000.0
75.47	1.985E+05	200000.0
76.46	1.987E+05	200000.0
77.44	1.988E+05	200000.0
78.47	1.989E+05	200000.0
79.45	1.991E+05	200000.0
80.43	1.992E+05	200000.0
81.42	1.993E+05	200000.0
82.40	1.994E+05	200000.0
83.37	1.995E+05	200000.0
84.34	1.996E+05	200000.0
85.32	1.997E+05	200000.0
86.29	1.997E+05	200000.0
87.27	1.998E+05	200000.0
88.23	1.999E+05	200000.0
89.24	1.999E+05	200000.0
90.20	2.000E+05	200000.0
91.16	2.000E+05	200000.0
92.15	2.000E+05	200000.0
93.10	2.001E+05	200000.0
94.07	2.001E+05	200000.0
95.03	2.001E+05	200000.0
95.99	2.002E+05	200000.0
96.95	2.002E+05	200000.0
97.89	2.002E+05	200000.0
98.87	2.002E+05	200000.0
99.84	2.002E+05	200000.0
100.79	2.002E+05	200000.0
101.75	2.002E+05	200000.0
102.71	2.002E+05	200000.0
103.68	2.002E+05	200000.0
104.62	2.002E+05	200000.0
105.60	2.002E+05	200000.0
106.56	2.002E+05	200000.0
107.51	2.001E+05	200000.0
108.48	2.002E+05	200000.0
109.44	2.001E+05	200000.0
110.40	2.001E+05	200000.0
111.37	2.001E+05	200000.0
112.35	2.001E+05	200000.0
113.31	2.000E+05	200000.0
114.27	2.000E+05	200000.0
115.24	2.000E+05	200000.0
116.20	2.000E+05	200000.0
117.16	1.999E+05	200000.0
0.45	1.999E+05	200000.0
1.44	1.999E+05	200000.0
2.42	1.998E+05	200000.0
3.46	1.998E+05	200000.0
4.43	1.999E+05	200000.0
5.42	1.998E+05	200000.0
6.40	1.998E+05	200000.0
7.38	1.998E+05	200000.0
8.35	1.999E+05	200000.0
9.32	1.999E+05	200000.0
10.29	1.999E+05	200000.0
11.27	1.999E+05	200000.0
12.24	1.999E+05	200000.0
13.21	1.999E+05	200000.0
14.17	1.999E+05	200000.0
15.15	1.999E+05	200000.0
16.12	1.999E+05	200000.0
17.09	1.999E+05	200000.0
18.08	1.999E+05	200000.0
19.05	1.999E+05	200000.0
20.04	1.999E+05	200000.0
21.02	1.999E+05	200000.0
21.99	1.999E+05	200000.0
22.97	1.999E+05	200000.0
23.94	1.999E+05	200000.0
24.92	1.999E+05	200000.0
25.92	1.998E+05	200000.0
26.90	1.998E+05	200000.0
27.88	1.997E+05	200000.0
29.00	1.997E+05	200000.0
29.97	1.996E+05	200000.0
30.95	1.995E+05	200000.0
31.92	1.994E+05	200000.0
32.95	1.993E+05	200000.0
33.90	1.992E+05	200000.0
34.90	1.991E+05	200000.0
35.86	1.989E+05	200000.0
36.83	1.988E+05	200000.0
37.80	1.987E+05	200000.0
38.78	1.985E+05	200000.0
39.75	1.984E+05	200000.0
40.74	1.982E+05	200000.0
41.71	1.981E+05	200000.0
42.68	1.980E+05	200000.0
43.65	1.978E+05	200000.0
44.64	1.977E+05	200000.0
45.61	1.975E+05	200000.0
46.59	1.974E+05	200000.0
47.55	1.973E+05	200000.0
48.54	1.972E+05	200000.0
49.53	1.970E+05	200000.0
50.49	1.969E+05	200000.0
51.48	1.968E+05	200000.0
52.46	1.966E+05	200000.0
53.43	1.965E+05	200000.0
54.41	1.964E+05	200000.0
55.39	1.963E+05	200000.0
56.38	1.962E+05	200000.0
57.34	1.960E+05	200000.0
58.32	1.960E+05	200000.0
59.32	1.959E+05	200000.0
60.28	1.958E+05	200000.0
0.47	1.966E+05	200000.0
1.47	1.965E+05	200000.0
2.44	1.966E+05	200000.0
3.43	1.966E+05	200000.0
4.40	1.966E+05	200000.0
5.36	1.966E+05	200000.0
6.32	1.966E+05	200000.0
7.28	1.966E+05	200000.0
8.24	1.966E+05	200000.0
9.20	1.966E+05	200000.0
10.16	1.966E+05	200000.0
11.14	1.966E+05	200000.0
12.09	1.966E+05	200000.0
13.05	1.966E+05	200000.0
14.03	1.967E+05	200000.0
14.99	1.966E+05	200000.0
15.95	1.967E+05	200000.0
16.92	1.966E+05	200000.0
17.90	1.967E+05	200000.0
18.89	1.966E+05	200000.0
19.84	1.966E+05	200000.0
20.81	1.966E+05	200000.0
21.81	1.967E+05	200000.0
22.82	1.967E+05	200000.0
23.78	1.967E+05	200000.0
24.95	1.966E+05	200000.0
25.91	1.967E+05	200000.0
26.87	1.967E+05	200000.0
27.84	1.966E+05	200000.0
28.79	1.966E+05	200000.0
29.75	1.966E+05	200000.0
30.72	1.966E+05	200000.0
31.72	1.966E+05	200000.0
32.67	1.965E+05	200000.0
33.63	1.965E+05	200000.0
34.59	1.965E+05	200000.0
35.59	1.965E+05	200000.0
36.54	1.965E+05	200000.0
37.51	1.964E+05	200000.0
38.50	1.965E+05	200000.0
39.46	1.965E+05	200000.0
40.44	1.964E+05	200000.0
41.41	1.964E+05	200000.0
42.38	1.964E+05	200000.0
43.34	1.964E+05	200000.0
44.30	1.964E+05	200000.0
45.26	1.963E+05	200000.0
46.24	1.963E+05	200000.0
47.20	1.963E+05	200000.0
48.17	1.963E+05	200000.0
49.13	1.963E+05	200000.0
50.08	1.963E+05	200000.0
51.05	1.963E+05	200000.0
52.02	1.963E+05	200000.0
52.99	1.963E+05	200000.0
53.96	1.963E+05	200000.0
54.92	1.962E+05	200000.0
55.88	1.962E+05	200000.0
56.85	1.962E+05	200000.0
57.82	1.962E+05	200000.0
58.77	1.962E+05	200000.0
59.73	1.962E+05	200000.0
