Time (s)	O2 conc. (ppm)
65.77	2.044E+05	21.0
66.09	2.042E+05	21.0
66.40	2.040E+05	21.0
66.74	2.038E+05	21.0
67.06	2.036E+05	21.0
67.37	2.035E+05	21.0
67.69	2.033E+05	21.0
68.03	2.031E+05	21.0
68.34	2.029E+05	21.0
68.66	2.028E+05	21.0
68.97	2.026E+05	21.0
69.31	2.025E+05	21.0
69.62	2.023E+05	21.0
69.94	2.022E+05	21.0
70.25	2.021E+05	21.0
70.59	2.019E+05	21.0
70.90	2.018E+05	21.0
71.22	2.017E+05	21.0
71.56	2.016E+05	21.0
71.90	2.015E+05	21.0
72.22	2.014E+05	21.0
72.56	2.013E+05	21.0
72.87	2.013E+05	21.0
73.21	2.012E+05	21.0
73.52	2.012E+05	21.0
73.84	2.011E+05	21.0
74.18	2.011E+05	21.0
74.52	2.010E+05	21.0
74.86	2.010E+05	21.0
75.17	2.010E+05	21.0
75.53	2.010E+05	21.0
75.87	2.010E+05	21.0
76.21	2.010E+05	21.0
76.56	2.010E+05	21.0
76.90	2.010E+05	21.0
77.24	2.010E+05	21.0
77.57	2.011E+05	21.0
77.91	2.011E+05	21.0
78.25	2.011E+05	21.0
78.65	2.012E+05	21.0
79.00	2.013E+05	21.0
79.33	2.013E+05	21.0
79.67	2.014E+05	21.0
79.99	2.015E+05	21.0
80.33	2.016E+05	21.0
80.69	2.016E+05	21.0
81.06	2.018E+05	21.0
81.37	2.019E+05	21.0
81.72	2.020E+05	21.0
82.06	2.021E+05	21.0
82.40	2.022E+05	21.0
82.74	2.023E+05	21.0
83.08	2.025E+05	21.0
83.42	2.026E+05	21.0
83.76	2.027E+05	21.0
84.08	2.029E+05	21.0
84.42	2.030E+05	21.0
84.79	2.032E+05	21.0
85.16	2.034E+05	21.0
85.47	2.035E+05	21.0
85.81	2.037E+05	21.0
86.15	2.038E+05	21.0
86.46	2.040E+05	21.0
86.81	2.042E+05	21.0
87.12	2.044E+05	21.0
87.43	2.045E+05	21.0
87.78	2.047E+05	21.0
88.12	2.048E+05	21.0
88.46	2.050E+05	21.0
88.80	2.052E+05	21.0
89.14	2.054E+05	21.0
89.45	2.055E+05	21.0
89.77	2.057E+05	21.0
90.11	2.059E+05	21.0
90.45	2.061E+05	21.0
90.76	2.063E+05	21.0
91.08	2.064E+05	21.0
91.42	2.066E+05	21.0
91.76	2.068E+05	21.0
92.08	2.070E+05	21.0
92.42	2.071E+05	21.0
92.76	2.073E+05	21.0
93.10	2.075E+05	21.0
93.44	2.077E+05	21.0
93.78	2.079E+05	21.0
94.12	2.080E+05	21.0
94.44	2.082E+05	21.0
94.78	2.084E+05	21.0
95.12	2.085E+05	21.0
95.46	2.087E+05	21.0
95.80	2.089E+05	21.0
96.14	2.091E+05	21.0
96.48	2.092E+05	21.0
96.82	2.093E+05	21.0
97.17	2.095E+05	21.0
97.51	2.096E+05	21.0
97.85	2.097E+05	21.0
98.19	2.099E+05	21.0
98.53	2.100E+05	21.0
98.87	2.102E+05	21.0
99.21	2.103E+05	21.0
99.55	2.104E+05	21.0
99.90	2.105E+05	21.0
100.24	2.106E+05	21.0
100.58	2.107E+05	21.0
100.92	2.108E+05	21.0
101.26	2.109E+05	21.0
101.60	2.110E+05	21.0
101.94	2.111E+05	21.0
102.29	2.112E+05	21.0
102.63	2.112E+05	21.0
102.97	2.113E+05	21.0
103.31	2.114E+05	21.0
103.65	2.114E+05	21.0
103.99	2.115E+05	21.0
104.32	2.116E+05	21.0
104.66	2.116E+05	21.0
105.01	2.116E+05	21.0
105.35	2.117E+05	21.0
105.71	2.117E+05	21.0
106.05	2.117E+05	21.0
106.39	2.118E+05	21.0
106.76	2.118E+05	21.0
107.12	2.118E+05	21.0
107.47	2.118E+05	21.0
107.84	2.118E+05	21.0
108.20	2.118E+05	21.0
108.57	2.118E+05	21.0
108.93	2.118E+05	21.0
109.30	2.118E+05	21.0
109.67	2.118E+05	21.0
110.04	2.117E+05	21.0
110.40	2.117E+05	21.0
110.74	2.117E+05	21.0
111.08	2.116E+05	21.0
111.42	2.116E+05	21.0
111.76	2.116E+05	21.0
112.10	2.115E+05	21.0
112.47	2.114E+05	21.0
112.81	2.114E+05	21.0
113.15	2.113E+05	21.0
113.52	2.112E+05	21.0
113.86	2.111E+05	21.0
114.23	2.111E+05	21.0
114.59	2.110E+05	21.0
114.96	2.109E+05	21.0
115.31	2.108E+05	21.0
115.65	2.107E+05	21.0
116.01	2.106E+05	21.0
116.38	2.105E+05	21.0
116.75	2.104E+05	21.0
117.09	2.103E+05	21.0
117.45	2.103E+05	21.0
117.82	2.101E+05	21.0
118.17	2.100E+05	21.0
118.50	2.099E+05	21.0
118.87	2.098E+05	21.0
119.21	2.097E+05	21.0
119.58	2.095E+05	21.0
119.94	2.095E+05	21.0
120.31	2.093E+05	21.0
120.65	2.092E+05	21.0
121.02	2.091E+05	21.0
121.39	2.090E+05	21.0
121.76	2.088E+05	21.0
122.12	2.087E+05	21.0
122.49	2.086E+05	21.0
122.86	2.085E+05	21.0
123.23	2.083E+05	21.0
123.60	2.083E+05	21.0
123.97	2.081E+05	21.0
124.33	2.080E+05	21.0
124.70	2.078E+05	21.0
125.07	2.077E+05	21.0
125.43	2.076E+05	21.0
125.80	2.075E+05	21.0
126.17	2.074E+05	21.0
126.54	2.073E+05	21.0
126.90	2.071E+05	21.0
127.27	2.070E+05	21.0
127.64	2.069E+05	21.0
128.01	2.068E+05	21.0
128.38	2.067E+05	21.0
128.74	2.066E+05	21.0
129.11	2.065E+05	21.0
129.48	2.064E+05	21.0
129.84	2.062E+05	21.0
130.21	2.062E+05	21.0
130.58	2.061E+05	21.0
130.95	2.060E+05	21.0
131.32	2.059E+05	21.0
131.69	2.057E+05	21.0
132.05	2.057E+05	21.0
132.44	2.056E+05	21.0
132.84	2.055E+05	21.0
133.20	2.054E+05	21.0
133.58	2.054E+05	21.0
133.94	2.053E+05	21.0
134.31	2.053E+05	21.0
134.67	2.052E+05	21.0
135.04	2.052E+05	21.0
135.41	2.051E+05	21.0
135.77	2.050E+05	21.0
136.14	2.050E+05	21.0
136.53	2.050E+05	21.0
136.90	2.050E+05	21.0
137.27	2.049E+05	21.0
137.63	2.049E+05	21.0
138.00	2.049E+05	21.0
138.36	2.049E+05	21.0
138.74	2.048E+05	21.0
139.11	2.049E+05	21.0
139.47	2.048E+05	21.0
139.83	2.048E+05	21.0
140.20	2.048E+05	21.0
140.57	2.048E+05	21.0
140.93	2.049E+05	21.0
141.31	2.049E+05	21.0
141.67	2.049E+05	21.0
142.07	2.049E+05	21.0
142.43	2.049E+05	21.0
142.82	2.049E+05	21.0
143.19	2.049E+05	21.0
143.55	2.050E+05	21.0
143.92	2.050E+05	21.0
144.32	2.051E+05	21.0
144.68	2.051E+05	21.0
145.05	2.051E+05	21.0
145.44	2.052E+05	21.0
145.80	2.052E+05	21.0
146.17	2.053E+05	21.0
146.54	2.053E+05	21.0
146.91	2.054E+05	21.0
147.27	2.055E+05	21.0
147.64	2.055E+05	21.0
148.01	2.056E+05	21.0
148.40	2.057E+05	21.0
148.79	2.057E+05	21.0
149.17	2.058E+05	21.0
149.53	2.059E+05	21.0
149.90	2.060E+05	21.0
150.27	2.060E+05	21.0
150.63	2.061E+05	21.0
151.03	2.062E+05	21.0
151.40	2.063E+05	21.0
151.77	2.064E+05	21.0
152.16	2.064E+05	21.0
152.55	2.065E+05	21.0
152.92	2.066E+05	21.0
153.31	2.067E+05	21.0
153.71	2.068E+05	21.0
154.07	2.068E+05	21.0
154.48	2.069E+05	21.0
154.87	2.071E+05	21.0
155.29	2.071E+05	21.0
155.68	2.072E+05	21.0
156.08	2.073E+05	21.0
156.47	2.074E+05	21.0
156.87	2.075E+05	21.0
157.27	2.076E+05	21.0
157.69	2.077E+05	21.0
158.08	2.078E+05	21.0
158.47	2.078E+05	21.0
158.87	2.080E+05	21.0
159.26	2.080E+05	21.0
159.63	2.081E+05	21.0
160.00	2.082E+05	21.0
160.39	2.082E+05	21.0
160.79	2.083E+05	21.0
161.16	2.084E+05	21.0
161.55	2.085E+05	21.0
161.92	2.085E+05	21.0
162.32	2.085E+05	21.0
162.71	2.086E+05	21.0
163.10	2.087E+05	21.0
163.49	2.088E+05	21.0
163.89	2.088E+05	21.0
164.28	2.089E+05	21.0
164.68	2.089E+05	21.0
165.10	2.089E+05	21.0
165.49	2.090E+05	21.0
165.88	2.091E+05	21.0
166.28	2.091E+05	21.0
166.67	2.092E+05	21.0
167.04	2.091E+05	21.0
167.43	2.092E+05	21.0
167.82	2.092E+05	21.0
168.22	2.093E+05	21.0
168.63	2.093E+05	21.0
169.03	2.093E+05	21.0
169.42	2.093E+05	21.0
169.82	2.094E+05	21.0
170.21	2.094E+05	21.0
170.60	2.094E+05	21.0
171.00	2.094E+05	21.0
171.39	2.094E+05	21.0
171.78	2.094E+05	21.0
172.18	2.094E+05	21.0
172.57	2.094E+05	21.0
172.99	2.094E+05	21.0
173.38	2.094E+05	21.0
173.77	2.094E+05	21.0
174.17	2.094E+05	21.0
174.56	2.093E+05	21.0
174.96	2.094E+05	21.0
175.36	2.093E+05	21.0
175.75	2.093E+05	21.0
176.14	2.093E+05	21.0
176.53	2.092E+05	21.0
176.92	2.092E+05	21.0
177.32	2.092E+05	21.0
177.74	2.092E+05	21.0
178.14	2.091E+05	21.0
178.56	2.091E+05	21.0
178.98	2.091E+05	21.0
179.40	2.090E+05	21.0
179.82	2.089E+05	21.0
180.21	2.089E+05	21.0
180.63	2.088E+05	21.0
181.03	2.088E+05	21.0
181.45	2.088E+05	21.0
181.87	2.087E+05	21.0
182.29	2.086E+05	21.0
182.72	2.086E+05	21.0
183.11	2.085E+05	21.0
183.53	2.084E+05	21.0
183.95	2.084E+05	21.0
184.37	2.083E+05	21.0
184.76	2.083E+05	21.0
185.16	2.082E+05	21.0
185.56	2.082E+05	21.0
185.98	2.081E+05	21.0
186.40	2.080E+05	21.0
186.79	2.080E+05	21.0
187.18	2.079E+05	21.0
187.58	2.079E+05	21.0
187.97	2.078E+05	21.0
188.39	2.078E+05	21.0
188.79	2.077E+05	21.0
189.21	2.076E+05	21.0
189.63	2.076E+05	21.0
190.02	2.075E+05	21.0
190.42	2.075E+05	21.0
190.81	2.074E+05	21.0
191.21	2.074E+05	21.0
191.63	2.074E+05	21.0
192.02	2.073E+05	21.0
192.42	2.072E+05	21.0
192.84	2.072E+05	21.0
193.23	2.071E+05	21.0
193.65	2.070E+05	21.0
194.08	2.070E+05	21.0
194.47	2.070E+05	21.0
194.86	2.069E+05	21.0
195.28	2.069E+05	21.0
195.68	2.068E+05	21.0
196.10	2.068E+05	21.0
196.52	2.068E+05	21.0
196.91	2.067E+05	21.0
197.33	2.067E+05	21.0
197.75	2.066E+05	21.0
198.15	2.066E+05	21.0
198.54	2.066E+05	21.0
198.96	2.066E+05	21.0
199.35	2.065E+05	21.0
199.75	2.065E+05	21.0
200.17	2.065E+05	21.0
200.57	2.065E+05	21.0
200.96	2.065E+05	21.0
201.35	2.065E+05	21.0
201.75	2.065E+05	21.0
202.14	2.065E+05	21.0
202.56	2.064E+05	21.0
202.95	2.064E+05	21.0
203.38	2.064E+05	21.0
203.82	2.064E+05	21.0
204.21	2.064E+05	21.0
204.61	2.064E+05	21.0
205.03	2.064E+05	21.0
205.42	2.064E+05	21.0
205.82	2.065E+05	21.0
206.21	2.064E+05	21.0
206.60	2.064E+05	21.0
207.00	2.065E+05	21.0
207.39	2.065E+05	21.0
207.81	2.065E+05	21.0
208.21	2.065E+05	21.0
208.62	2.065E+05	21.0
209.02	2.066E+05	21.0
209.44	2.066E+05	21.0
209.85	2.066E+05	21.0
210.25	2.066E+05	21.0
210.67	2.067E+05	21.0
211.07	2.067E+05	21.0
211.49	2.067E+05	21.0
211.90	2.067E+05	21.0
212.32	2.067E+05	21.0
212.72	2.068E+05	21.0
213.11	2.068E+05	21.0
213.54	2.069E+05	21.0
213.93	2.069E+05	21.0
214.35	2.069E+05	21.0
214.77	2.070E+05	21.0
215.16	2.070E+05	21.0
215.58	2.070E+05	21.0
216.01	2.071E+05	21.0
216.42	2.071E+05	21.0
216.84	2.072E+05	21.0
217.29	2.072E+05	21.0
217.71	2.073E+05	21.0
218.13	2.073E+05	21.0
218.55	2.073E+05	21.0
218.95	2.074E+05	21.0
219.37	2.074E+05	21.0
219.82	2.075E+05	21.0
220.21	2.075E+05	21.0
220.63	2.075E+05	21.0
221.06	2.076E+05	21.0
221.47	2.076E+05	21.0
221.89	2.077E+05	21.0
222.34	2.077E+05	21.0
222.76	2.077E+05	21.0
223.18	2.077E+05	21.0
223.63	2.078E+05	21.0
224.05	2.078E+05	21.0
224.47	2.079E+05	21.0
224.95	2.079E+05	21.0
225.39	2.079E+05	21.0
225.81	2.080E+05	21.0
226.27	2.080E+05	21.0
226.69	2.080E+05	21.0
227.11	2.081E+05	21.0
227.55	2.081E+05	21.0
227.97	2.081E+05	21.0
228.39	2.082E+05	21.0
228.82	2.082E+05	21.0
229.24	2.082E+05	21.0
229.66	2.082E+05	21.0
230.11	2.082E+05	21.0
230.52	2.082E+05	21.0
230.94	2.083E+05	21.0
231.37	2.083E+05	21.0
231.79	2.083E+05	21.0
232.21	2.083E+05	21.0
232.66	2.083E+05	21.0
233.08	2.083E+05	21.0
233.52	2.083E+05	21.0
233.95	2.083E+05	21.0
234.37	2.083E+05	21.0
234.78	2.084E+05	21.0
235.20	2.084E+05	21.0
235.62	2.084E+05	21.0
236.04	2.084E+05	21.0
236.49	2.084E+05	21.0
236.91	2.083E+05	21.0
237.33	2.084E+05	21.0
237.78	2.083E+05	21.0
238.20	2.084E+05	21.0
238.62	2.083E+05	21.0
239.07	2.083E+05	21.0
239.49	2.083E+05	21.0
239.91	2.083E+05	21.0
240.36	2.083E+05	21.0
240.77	2.083E+05	21.0
241.19	2.083E+05	21.0
241.64	2.083E+05	21.0
242.07	2.083E+05	21.0
242.51	2.082E+05	21.0
242.93	2.082E+05	21.0
243.38	2.082E+05	21.0
243.80	2.082E+05	21.0
244.25	2.082E+05	21.0
244.67	2.081E+05	21.0
245.10	2.081E+05	21.0
245.54	2.081E+05	21.0
245.99	2.081E+05	21.0
246.41	2.080E+05	21.0
246.83	2.080E+05	21.0
247.25	2.080E+05	21.0
247.70	2.079E+05	21.0
248.14	2.079E+05	21.0
248.59	2.079E+05	21.0
249.04	2.079E+05	21.0
249.49	2.078E+05	21.0
249.94	2.078E+05	21.0
250.38	2.078E+05	21.0
250.83	2.078E+05	21.0
251.25	2.078E+05	21.0
251.69	2.077E+05	21.0
252.12	2.077E+05	21.0
252.54	2.077E+05	21.0
252.96	2.077E+05	21.0
253.41	2.076E+05	21.0
253.85	2.076E+05	21.0
254.27	2.076E+05	21.0
254.70	2.075E+05	21.0
255.15	2.075E+05	21.0
255.62	2.075E+05	21.0
256.09	2.075E+05	21.0
256.54	2.074E+05	21.0
256.96	2.074E+05	21.0
257.41	2.074E+05	21.0
257.86	2.074E+05	21.0
258.30	2.074E+05	21.0
258.75	2.073E+05	21.0
259.20	2.073E+05	21.0
259.64	2.073E+05	21.0
260.10	2.073E+05	21.0
260.54	2.073E+05	21.0
260.99	2.073E+05	21.0
