Time (s)	O2 conc. (ppm)
65.99	2.104E+05	21.0
66.33	2.103E+05	21.0
66.68	2.103E+05	21.0
67.02	2.102E+05	21.0
67.36	2.102E+05	21.0
67.69	2.101E+05	21.0
68.03	2.100E+05	21.0
68.37	2.100E+05	21.0
68.68	2.099E+05	21.0
69.00	2.099E+05	21.0
69.34	2.098E+05	21.0
69.68	2.097E+05	21.0
69.99	2.097E+05	21.0
70.33	2.096E+05	21.0
70.67	2.095E+05	21.0
70.99	2.095E+05	21.0
71.32	2.095E+05	21.0
71.67	2.094E+05	21.0
71.98	2.093E+05	21.0
72.32	2.093E+05	21.0
72.68	2.092E+05	21.0
73.02	2.092E+05	21.0
73.36	2.091E+05	21.0
73.73	2.091E+05	21.0
74.06	2.090E+05	21.0
74.41	2.090E+05	21.0
74.75	2.089E+05	21.0
75.09	2.088E+05	21.0
75.43	2.088E+05	21.0
75.80	2.088E+05	21.0
76.14	2.087E+05	21.0
76.47	2.087E+05	21.0
76.81	2.087E+05	21.0
77.16	2.086E+05	21.0
77.49	2.086E+05	21.0
77.83	2.085E+05	21.0
78.17	2.085E+05	21.0
78.51	2.085E+05	21.0
78.85	2.085E+05	21.0
79.22	2.084E+05	21.0
79.56	2.084E+05	21.0
79.90	2.084E+05	21.0
80.27	2.083E+05	21.0
80.61	2.083E+05	21.0
80.94	2.083E+05	21.0
81.28	2.083E+05	21.0
81.62	2.082E+05	21.0
81.96	2.082E+05	21.0
82.28	2.082E+05	21.0
82.61	2.082E+05	21.0
82.95	2.082E+05	21.0
83.32	2.081E+05	21.0
83.66	2.081E+05	21.0
83.97	2.081E+05	21.0
84.31	2.081E+05	21.0
84.65	2.081E+05	21.0
84.99	2.081E+05	21.0
85.33	2.080E+05	21.0
85.67	2.080E+05	21.0
86.01	2.080E+05	21.0
86.35	2.080E+05	21.0
86.69	2.080E+05	21.0
87.05	2.080E+05	21.0
87.39	2.080E+05	21.0
87.73	2.080E+05	21.0
88.07	2.080E+05	21.0
88.43	2.080E+05	21.0
88.77	2.080E+05	21.0
89.11	2.080E+05	21.0
89.45	2.080E+05	21.0
89.79	2.080E+05	21.0
90.13	2.080E+05	21.0
90.47	2.080E+05	21.0
90.81	2.080E+05	21.0
91.15	2.080E+05	21.0
91.49	2.080E+05	21.0
91.85	2.080E+05	21.0
92.22	2.080E+05	21.0
92.56	2.080E+05	21.0
92.93	2.081E+05	21.0
93.30	2.081E+05	21.0
93.66	2.081E+05	21.0
94.05	2.081E+05	21.0
94.42	2.081E+05	21.0
94.79	2.081E+05	21.0
95.19	2.081E+05	21.0
95.52	2.081E+05	21.0
95.86	2.082E+05	21.0
96.23	2.082E+05	21.0
96.59	2.082E+05	21.0
96.96	2.082E+05	21.0
97.30	2.083E+05	21.0
97.67	2.083E+05	21.0
98.01	2.083E+05	21.0
98.38	2.083E+05	21.0
98.72	2.083E+05	21.0
99.05	2.083E+05	21.0
99.42	2.084E+05	21.0
99.79	2.084E+05	21.0
100.15	2.084E+05	21.0
100.52	2.084E+05	21.0
100.89	2.084E+05	21.0
101.25	2.085E+05	21.0
101.59	2.085E+05	21.0
101.93	2.085E+05	21.0
102.65	2.085E+05	21.0
102.99	2.085E+05	21.0
103.36	2.086E+05	21.0
103.73	2.086E+05	21.0
104.47	2.086E+05	21.0
104.83	2.086E+05	21.0
105.17	2.086E+05	21.0
105.51	2.087E+05	21.0
105.88	2.087E+05	21.0
106.25	2.087E+05	21.0
106.61	2.087E+05	21.0
106.98	2.087E+05	21.0
107.32	2.088E+05	21.0
107.69	2.088E+05	21.0
108.05	2.088E+05	21.0
108.42	2.088E+05	21.0
108.79	2.088E+05	21.0
109.15	2.088E+05	21.0
109.52	2.089E+05	21.0
109.86	2.089E+05	21.0
