Time (s)	O2 conc. (ppm)
193.68	2.061E+05	20.61
194.10	2.061E+05	20.61
194.49	2.061E+05	20.61
194.89	2.061E+05	20.61
195.28	2.061E+05	20.61
195.67	2.061E+05	20.61
196.07	2.062E+05	20.61
196.46	2.062E+05	20.62
196.85	2.062E+05	20.62
197.24	2.062E+05	20.62
197.66	2.062E+05	20.62
198.05	2.062E+05	20.62
198.45	2.062E+05	20.62
198.84	2.062E+05	20.62
199.23	2.063E+05	20.62
199.62	2.063E+05	20.63
200.04	2.063E+05	20.63
200.46	2.063E+05	20.63
200.86	2.063E+05	20.63
201.28	2.063E+05	20.63
201.67	2.063E+05	20.63
202.06	2.063E+05	20.63
202.45	2.063E+05	20.63
202.87	2.063E+05	20.63
203.27	2.063E+05	20.63
203.69	2.064E+05	20.63
204.08	2.064E+05	20.64
204.50	2.063E+05	20.64
204.92	2.064E+05	20.63
205.32	2.064E+05	20.64
205.74	2.064E+05	20.64
206.13	2.064E+05	20.64
206.55	2.064E+05	20.64
206.97	2.064E+05	20.64
207.36	2.064E+05	20.64
207.78	2.064E+05	20.64
208.17	2.064E+05	20.64
208.57	2.064E+05	20.64
208.98	2.064E+05	20.64
209.37	2.065E+05	20.64
209.77	2.065E+05	20.65
210.16	2.065E+05	20.65
210.56	2.064E+05	20.65
211.01	2.065E+05	20.64
211.40	2.065E+05	20.65
211.80	2.065E+05	20.65
212.19	2.065E+05	20.65
212.58	2.065E+05	20.65
212.97	2.065E+05	20.65
213.39	2.065E+05	20.65
213.79	2.065E+05	20.65
214.21	2.065E+05	20.65
214.62	2.065E+05	20.65
215.04	2.065E+05	20.65
215.46	2.065E+05	20.65
215.90	2.065E+05	20.65
216.30	2.065E+05	20.65
216.72	2.065E+05	20.65
217.14	2.065E+05	20.65
217.56	2.065E+05	20.65
217.95	2.065E+05	20.65
218.37	2.065E+05	20.65
218.76	2.065E+05	20.65
219.18	2.065E+05	20.65
219.60	2.065E+05	20.65
219.99	2.065E+05	20.65
220.41	2.065E+05	20.65
220.83	2.065E+05	20.65
221.25	2.065E+05	20.65
221.65	2.065E+05	20.65
222.04	2.065E+05	20.65
222.45	2.065E+05	20.65
222.87	2.065E+05	20.65
223.29	2.065E+05	20.65
223.71	2.065E+05	20.65
224.13	2.065E+05	20.65
224.55	2.065E+05	20.65
256.81	2.062E+05	20.65
257.24	2.062E+05	20.62
257.68	2.062E+05	20.62
258.10	2.062E+05	20.62
