Time (s)	O2 conc. (ppm)
91.22	2.116E+05	21.0
91.59	2.116E+05	21.0
91.93	2.116E+05	21.0
92.27	2.115E+05	21.0
92.61	2.115E+05	21.0
92.92	2.114E+05	21.0
93.26	2.114E+05	21.0
93.60	2.114E+05	21.0
93.94	2.113E+05	21.0
94.28	2.112E+05	21.0
94.62	2.112E+05	21.0
94.99	2.112E+05	21.0
95.33	2.112E+05	21.0
95.64	2.111E+05	21.0
95.98	2.111E+05	21.0
96.31	2.110E+05	21.0
96.63	2.110E+05	21.0
97.00	2.110E+05	21.0
97.34	2.109E+05	21.0
97.67	2.109E+05	21.0
98.04	2.109E+05	21.0
98.38	2.109E+05	21.0
98.72	2.108E+05	21.0
99.08	2.108E+05	21.0
99.40	2.107E+05	21.0
99.74	2.108E+05	21.0
100.10	2.107E+05	21.0
100.44	2.107E+05	21.0
100.81	2.106E+05	21.0
101.15	2.106E+05	21.0
101.49	2.106E+05	21.0
101.83	2.105E+05	21.0
102.20	2.105E+05	21.0
102.53	2.105E+05	21.0
102.87	2.105E+05	21.0
103.24	2.104E+05	21.0
103.58	2.104E+05	21.0
103.92	2.104E+05	21.0
104.28	2.104E+05	21.0
104.60	2.103E+05	21.0
104.94	2.103E+05	21.0
105.28	2.103E+05	21.0
105.64	2.103E+05	21.0
105.98	2.103E+05	21.0
106.32	2.103E+05	21.0
106.68	2.102E+05	21.0
107.03	2.102E+05	21.0
107.36	2.102E+05	21.0
107.73	2.102E+05	21.0
108.07	2.102E+05	21.0
108.43	2.101E+05	21.0
108.77	2.101E+05	21.0
109.11	2.101E+05	21.0
109.45	2.101E+05	21.0
109.79	2.101E+05	21.0
110.13	2.101E+05	21.0
110.49	2.101E+05	21.0
110.86	2.101E+05	21.0
111.20	2.100E+05	21.0
111.54	2.100E+05	21.0
111.90	2.100E+05	21.0
112.25	2.100E+05	21.0
112.59	2.100E+05	21.0
112.93	2.100E+05	21.0
113.27	2.100E+05	21.0
113.60	2.100E+05	21.0
113.94	2.099E+05	21.0
114.31	2.099E+05	21.0
114.65	2.099E+05	21.0
115.02	2.099E+05	21.0
115.36	2.099E+05	21.0
115.69	2.099E+05	21.0
116.03	2.099E+05	21.0
116.37	2.099E+05	21.0
116.70	2.099E+05	21.0
117.07	2.099E+05	21.0
117.41	2.099E+05	21.0
117.75	2.099E+05	21.0
118.09	2.099E+05	21.0
118.43	2.099E+05	21.0
118.77	2.099E+05	21.0
119.10	2.099E+05	21.0
119.44	2.099E+05	21.0
119.81	2.099E+05	21.0
120.15	2.099E+05	21.0
120.49	2.099E+05	21.0
120.83	2.099E+05	21.0
121.17	2.099E+05	21.0
121.50	2.099E+05	21.0
121.87	2.099E+05	21.0
122.24	2.099E+05	21.0
122.60	2.099E+05	21.0
122.95	2.099E+05	21.0
123.31	2.099E+05	21.0
123.65	2.099E+05	21.0
124.01	2.099E+05	21.0
124.38	2.099E+05	21.0
124.77	2.099E+05	21.0
125.13	2.099E+05	21.0
125.50	2.099E+05	21.0
125.87	2.099E+05	21.0
126.23	2.099E+05	21.0
126.60	2.099E+05	21.0
126.94	2.099E+05	21.0
127.30	2.099E+05	21.0
127.64	2.099E+05	21.0
128.01	2.099E+05	21.0
128.34	2.099E+05	21.0
128.71	2.099E+05	21.0
129.08	2.099E+05	21.0
129.41	2.099E+05	21.0
129.75	2.099E+05	21.0
130.09	2.099E+05	21.0
130.44	2.099E+05	21.0
130.77	2.100E+05	21.0
131.14	2.100E+05	21.0
131.51	2.099E+05	21.0
131.88	2.099E+05	21.0
132.24	2.100E+05	21.0
132.61	2.100E+05	21.0
132.98	2.100E+05	21.0
133.37	2.100E+05	21.0
133.73	2.100E+05	21.0
134.10	2.100E+05	21.0
134.47	2.100E+05	21.0
134.83	2.100E+05	21.0
135.20	2.100E+05	21.0
135.57	2.100E+05	21.0
135.93	2.100E+05	21.0
136.30	2.101E+05	21.0
136.66	2.101E+05	21.0
137.03	2.101E+05	21.0
137.39	2.101E+05	21.0
137.76	2.101E+05	21.0
138.16	2.101E+05	21.0
138.52	2.101E+05	21.0
138.89	2.101E+05	21.0
139.25	2.101E+05	21.0
139.62	2.101E+05	21.0
140.01	2.101E+05	21.0
140.37	2.101E+05	21.0
140.74	2.102E+05	21.0
141.11	2.101E+05	21.0
141.47	2.101E+05	21.0
141.84	2.102E+05	21.0
142.20	2.101E+05	21.0
142.57	2.101E+05	21.0
142.94	2.102E+05	21.0
143.34	2.102E+05	21.0
143.72	2.102E+05	21.0
144.09	2.102E+05	21.0
144.45	2.102E+05	21.0
144.82	2.102E+05	21.0
145.18	2.102E+05	21.0
145.55	2.102E+05	21.0
145.92	2.102E+05	21.0
146.29	2.102E+05	21.0
146.65	2.102E+05	21.0
147.01	2.102E+05	21.0
147.41	2.103E+05	21.0
147.77	2.102E+05	21.0
148.14	2.103E+05	21.0
148.51	2.102E+05	21.0
148.87	2.102E+05	21.0
149.24	2.102E+05	21.0
149.60	2.102E+05	21.0
149.99	2.103E+05	21.0
150.36	2.102E+05	21.0
150.76	2.103E+05	21.0
151.13	2.103E+05	21.0
151.50	2.103E+05	21.0
151.86	2.103E+05	21.0
152.23	2.103E+05	21.0
152.59	2.103E+05	21.0
152.98	2.103E+05	21.0
153.37	2.103E+05	21.0
153.74	2.103E+05	21.0
154.11	2.103E+05	21.0
154.47	2.103E+05	21.0
154.84	2.103E+05	21.0
155.23	2.103E+05	21.0
155.59	2.103E+05	21.0
155.96	2.103E+05	21.0
156.33	2.103E+05	21.0
156.69	2.103E+05	21.0
157.06	2.103E+05	21.0
157.45	2.103E+05	21.0
157.82	2.103E+05	21.0
158.21	2.103E+05	21.0
158.60	2.103E+05	21.0
159.00	2.103E+05	21.0
159.36	2.103E+05	21.0
159.75	2.103E+05	21.0
160.12	2.103E+05	21.0
160.48	2.103E+05	21.0
160.85	2.103E+05	21.0
161.24	2.103E+05	21.0
161.64	2.103E+05	21.0
162.03	2.103E+05	21.0
162.42	2.103E+05	21.0
162.81	2.103E+05	21.0
163.21	2.103E+05	21.0
163.60	2.103E+05	21.0
163.99	2.103E+05	21.0
164.39	2.103E+05	21.0
164.75	2.103E+05	21.0
165.12	2.103E+05	21.0
165.51	2.103E+05	21.0
165.90	2.103E+05	21.0
166.29	2.103E+05	21.0
166.69	2.103E+05	21.0
167.08	2.103E+05	21.0
167.47	2.103E+05	21.0
167.87	2.103E+05	21.0
168.29	2.103E+05	21.0
168.68	2.103E+05	21.0
169.07	2.103E+05	21.0
169.47	2.103E+05	21.0
169.86	2.103E+05	21.0
170.25	2.103E+05	21.0
170.64	2.103E+05	21.0
171.04	2.103E+05	21.0
171.43	2.103E+05	21.0
171.85	2.103E+05	21.0
172.24	2.103E+05	21.0
172.63	2.103E+05	21.0
173.02	2.103E+05	21.0
173.42	2.103E+05	21.0
173.81	2.103E+05	21.0
174.20	2.103E+05	21.0
174.57	2.103E+05	21.0
174.96	2.103E+05	21.0
175.35	2.103E+05	21.0
175.74	2.103E+05	21.0
176.14	2.103E+05	21.0
176.53	2.103E+05	21.0
176.92	2.103E+05	21.0
177.34	2.103E+05	21.0
177.73	2.103E+05	21.0
178.13	2.103E+05	21.0
178.52	2.103E+05	21.0
178.91	2.103E+05	21.0
179.30	2.103E+05	21.0
179.72	2.103E+05	21.0
180.12	2.103E+05	21.0
180.51	2.103E+05	21.0
180.90	2.103E+05	21.0
181.29	2.103E+05	21.0
181.71	2.103E+05	21.0
182.10	2.103E+05	21.0
182.53	2.103E+05	21.0
182.92	2.103E+05	21.0
183.31	2.103E+05	21.0
183.70	2.103E+05	21.0
184.09	2.103E+05	21.0
184.48	2.103E+05	21.0
184.88	2.103E+05	21.0
185.27	2.103E+05	21.0
185.69	2.103E+05	21.0
186.08	2.103E+05	21.0
186.47	2.103E+05	21.0
186.87	2.103E+05	21.0
187.26	2.103E+05	21.0
187.65	2.103E+05	21.0
188.07	2.103E+05	21.0
188.46	2.103E+05	21.0
188.86	2.103E+05	21.0
189.25	2.103E+05	21.0
189.64	2.103E+05	21.0
190.07	2.103E+05	21.0
190.46	2.103E+05	21.0
190.85	2.103E+05	21.0
191.27	2.103E+05	21.0
191.69	2.103E+05	21.0
192.08	2.103E+05	21.0
192.47	2.103E+05	21.0
192.87	2.103E+05	21.0
193.28	2.103E+05	21.0
193.70	2.103E+05	21.0
194.09	2.103E+05	21.0
194.51	2.103E+05	21.0
194.93	2.103E+05	21.0
195.33	2.103E+05	21.0
195.75	2.103E+05	21.0
196.17	2.103E+05	21.0
196.58	2.103E+05	21.0
196.98	2.103E+05	21.0
197.40	2.103E+05	21.0
231.57	2.101E+05	21.0
231.96	2.101E+05	21.0
232.35	2.102E+05	21.0
