Time (s)	O2 conc. (ppm)
114.10	2.107E+05	21.0
114.45	2.107E+05	21.0
114.79	2.107E+05	21.0
115.15	2.107E+05	21.0
115.48	2.108E+05	21.0
115.83	2.107E+05	21.0
116.19	2.107E+05	21.0
116.53	2.108E+05	21.0
116.90	2.108E+05	21.0
117.30	2.108E+05	21.0
117.66	2.108E+05	21.0
118.00	2.108E+05	21.0
118.36	2.108E+05	21.0
118.71	2.108E+05	21.0
119.07	2.109E+05	21.0
119.44	2.109E+05	21.0
119.78	2.108E+05	21.0
120.12	2.108E+05	21.0
120.48	2.109E+05	21.0
120.85	2.109E+05	21.0
121.21	2.109E+05	21.0
121.58	2.109E+05	21.0
121.92	2.109E+05	21.0
122.29	2.109E+05	21.0
122.66	2.109E+05	21.0
123.02	2.109E+05	21.0
123.36	2.109E+05	21.0
123.72	2.109E+05	21.0
124.09	2.109E+05	21.0
124.45	2.109E+05	21.0
124.79	2.109E+05	21.0
125.16	2.109E+05	21.0
125.52	2.110E+05	21.0
125.89	2.110E+05	21.0
126.25	2.110E+05	21.0
126.62	2.109E+05	21.0
126.98	2.109E+05	21.0
127.36	2.110E+05	21.0
127.72	2.110E+05	21.0
128.09	2.109E+05	21.0
128.45	2.109E+05	21.0
128.82	2.110E+05	21.0
129.18	2.109E+05	21.0
129.52	2.110E+05	21.0
129.89	2.109E+05	21.0
130.26	2.109E+05	21.0
130.63	2.110E+05	21.0
131.00	2.109E+05	21.0
131.36	2.109E+05	21.0
131.73	2.109E+05	21.0
132.10	2.109E+05	21.0
132.46	2.109E+05	21.0
132.83	2.109E+05	21.0
133.20	2.109E+05	21.0
133.56	2.109E+05	21.0
133.93	2.109E+05	21.0
134.29	2.109E+05	21.0
134.65	2.109E+05	21.0
135.02	2.109E+05	21.0
135.39	2.108E+05	21.0
135.76	2.109E+05	21.0
136.12	2.109E+05	21.0
136.49	2.108E+05	21.0
136.88	2.108E+05	21.0
137.25	2.108E+05	21.0
137.61	2.109E+05	21.0
137.98	2.108E+05	21.0
138.35	2.108E+05	21.0
138.74	2.108E+05	21.0
139.10	2.108E+05	21.0
139.47	2.108E+05	21.0
139.86	2.108E+05	21.0
140.22	2.108E+05	21.0
140.60	2.108E+05	21.0
140.96	2.108E+05	21.0
141.33	2.108E+05	21.0
141.69	2.108E+05	21.0
142.06	2.108E+05	21.0
142.42	2.107E+05	21.0
142.79	2.107E+05	21.0
143.16	2.107E+05	21.0
143.52	2.107E+05	21.0
143.89	2.107E+05	21.0
144.26	2.107E+05	21.0
144.65	2.107E+05	21.0
145.01	2.107E+05	21.0
145.38	2.107E+05	21.0
145.75	2.106E+05	21.0
146.11	2.107E+05	21.0
146.48	2.107E+05	21.0
146.84	2.106E+05	21.0
147.23	2.106E+05	21.0
147.60	2.106E+05	21.0
147.96	2.106E+05	21.0
148.34	2.106E+05	21.0
148.70	2.106E+05	21.0
149.06	2.106E+05	21.0
149.46	2.106E+05	21.0
149.82	2.106E+05	21.0
150.19	2.106E+05	21.0
150.58	2.106E+05	21.0
150.95	2.106E+05	21.0
151.34	2.106E+05	21.0
151.71	2.106E+05	21.0
